"Name"	"Data Type"	"Precision"	"Scale"	"Length"	"Code Page"	"Sort Key Position"	"Comparison Flags"	"Source Component"
"DpmVat"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"DpmVatFc"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"DpmVatSc"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"DpmAppVat"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"DpmAppVatF"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"DpmAppVatS"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"InsurOp347"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"IgnRelDoc"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"BuildDesc"	"DT_WSTR"	"0"	"0"	"50"	"0"	"0"	""	"SRC - OPCH"
"ResidenNum"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"Checker"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"Payee"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"CopyNumber"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"SSIExmpt"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"PQTGrpSer"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"PQTGrpNum"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"PQTGrpHW"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"ReopOriDoc"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"ReopManCls"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"DocManClsd"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"ClosingOpt"	"DT_I2"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"SpecDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"Ordered"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"NTSApprov"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"NTSWebSite"	"DT_I2"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"NTSeTaxNo"	"DT_WSTR"	"0"	"0"	"50"	"0"	"0"	""	"SRC - OPCH"
"NTSApprNo"	"DT_WSTR"	"0"	"0"	"50"	"0"	"0"	""	"SRC - OPCH"
"PayDuMonth"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"ExtraMonth"	"DT_I2"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExtraDays"	"DT_I2"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"CdcOffset"	"DT_I2"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"SignMsg"	"DT_NTEXT"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"SignDigest"	"DT_NTEXT"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"CertifNum"	"DT_WSTR"	"0"	"0"	"50"	"0"	"0"	""	"SRC - OPCH"
"KeyVersion"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"EDocGenTyp"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"ESeries"	"DT_I2"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"EDocNum"	"DT_WSTR"	"0"	"0"	"50"	"0"	"0"	""	"SRC - OPCH"
"EDocExpFrm"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"OnlineQuo"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"POSEqNum"	"DT_WSTR"	"0"	"0"	"20"	"0"	"0"	""	"SRC - OPCH"
"POSManufSN"	"DT_WSTR"	"0"	"0"	"20"	"0"	"0"	""	"SRC - OPCH"
"POSCashN"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"EDocStatus"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"EDocCntnt"	"DT_NTEXT"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"EDocProces"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"EDocErrCod"	"DT_WSTR"	"0"	"0"	"50"	"0"	"0"	""	"SRC - OPCH"
"EDocErrMsg"	"DT_NTEXT"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"EDocCancel"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"EDocTest"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"EDocPrefix"	"DT_WSTR"	"0"	"0"	"10"	"0"	"0"	""	"SRC - OPCH"
"CUP"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"CIG"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"DpmAsDscnt"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"SupplCode"	"DT_WSTR"	"0"	"0"	"254"	"0"	"0"	""	"SRC - OPCH"
"GTSRlvnt"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"BaseDisc"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"BaseDiscSc"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"BaseDiscFc"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"BaseDiscPr"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"SrvTaxRule"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"AnnInvDecR"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"Supplier"	"DT_WSTR"	"0"	"0"	"15"	"0"	"0"	""	"SRC - OPCH"
"Releaser"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"Receiver"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"ToWhsCode"	"DT_WSTR"	"0"	"0"	"8"	"0"	"0"	""	"SRC - OPCH"
"AssetDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"Requester"	"DT_WSTR"	"0"	"0"	"25"	"0"	"0"	""	"SRC - OPCH"
"ReqName"	"DT_WSTR"	"0"	"0"	"155"	"0"	"0"	""	"SRC - OPCH"
"Branch"	"DT_I2"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"Department"	"DT_I2"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"Email"	"DT_WSTR"	"0"	"0"	"100"	"0"	"0"	""	"SRC - OPCH"
"Notify"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"ReqType"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"OriginType"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"IsReuseNum"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"IsReuseNFN"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"DocDlvry"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"PaidDpm"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"PaidDpmF"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"PaidDpmS"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"EnvTypeNFe"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"AgrNo"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"IsAlt"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"AltBaseTyp"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"AltBaseEnt"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"AuthCode"	"DT_WSTR"	"0"	"0"	"250"	"0"	"0"	""	"SRC - OPCH"
"StDlvDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"StDlvTime"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"EndDlvDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"EndDlvTime"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"VclPlate"	"DT_WSTR"	"0"	"0"	"20"	"0"	"0"	""	"SRC - OPCH"
"ElCoStatus"	"DT_WSTR"	"0"	"0"	"10"	"0"	"0"	""	"SRC - OPCH"
"AtDocType"	"DT_WSTR"	"0"	"0"	"2"	"0"	"0"	""	"SRC - OPCH"
"ElCoMsg"	"DT_WSTR"	"0"	"0"	"254"	"0"	"0"	""	"SRC - OPCH"
"PrintSEPA"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"FreeChrg"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"FreeChrgFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"FreeChrgSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"NfeValue"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"FiscDocNum"	"DT_WSTR"	"0"	"0"	"100"	"0"	"0"	""	"SRC - OPCH"
"RelatedTyp"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"RelatedEnt"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"CCDEntry"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"NfePrntFo"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"ZrdAbs"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"POSRcptNo"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"FoCTax"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"FoCTaxFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"FoCTaxSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"TpCusPres"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExcDocDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"FoCFrght"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"FoCFrghtFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"FoCFrghtSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"InterimTyp"	"DT_I2"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"PTICode"	"DT_WSTR"	"0"	"0"	"5"	"0"	"0"	""	"SRC - OPCH"
"Letter"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"FolNumFrom"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"FolNumTo"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"FolSeries"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"SplitTax"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"SplitTaxFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"SplitTaxSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ToBinCode"	"DT_WSTR"	"0"	"0"	"228"	"0"	"0"	""	"SRC - OPCH"
"PriceMode"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"PoDropPrss"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"PermitNo"	"DT_WSTR"	"0"	"0"	"20"	"0"	"0"	""	"SRC - OPCH"
"MYFtype"	"DT_WSTR"	"0"	"0"	"2"	"0"	"0"	""	"SRC - OPCH"
"DocTaxID"	"DT_WSTR"	"0"	"0"	"32"	"0"	"0"	""	"SRC - OPCH"
"DateReport"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"RepSection"	"DT_WSTR"	"0"	"0"	"3"	"0"	"0"	""	"SRC - OPCH"
"ExclTaxRep"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"PosCashReg"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"DmpTransID"	"DT_WSTR"	"0"	"0"	"20"	"0"	"0"	""	"SRC - OPCH"
"ECommerBP"	"DT_WSTR"	"0"	"0"	"15"	"0"	"0"	""	"SRC - OPCH"
"EComerGSTN"	"DT_WSTR"	"0"	"0"	"15"	"0"	"0"	""	"SRC - OPCH"
"Revision"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"RevRefNo"	"DT_WSTR"	"0"	"0"	"100"	"0"	"0"	""	"SRC - OPCH"
"RevRefDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"RevCreRefN"	"DT_WSTR"	"0"	"0"	"100"	"0"	"0"	""	"SRC - OPCH"
"RevCreRefD"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"TaxInvNo"	"DT_WSTR"	"0"	"0"	"100"	"0"	"0"	""	"SRC - OPCH"
"FrmBpDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"GSTTranTyp"	"DT_WSTR"	"0"	"0"	"2"	"0"	"0"	""	"SRC - OPCH"
"BaseType"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"BaseEntry"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"ComTrade"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"UseBilAddr"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"IssReason"	"DT_I2"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"ComTradeRt"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"SplitPmnt"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"SOIWizId"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"SelfPosted"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"EnBnkAcct"	"DT_NTEXT"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"EncryptIV"	"DT_WSTR"	"0"	"0"	"100"	"0"	"0"	""	"SRC - OPCH"
"DPPStatus"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"SAPPassprt"	"DT_NTEXT"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"EWBGenType"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"CtActTax"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"CtActTaxFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"CtActTaxSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"EDocType"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"AggregDoc"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"ShipState"	"DT_WSTR"	"0"	"0"	"3"	"0"	"0"	""	"SRC - OPCH"
"ShipPlace"	"DT_WSTR"	"0"	"0"	"60"	"0"	"0"	""	"SRC - OPCH"
"CustOffice"	"DT_WSTR"	"0"	"0"	"60"	"0"	"0"	""	"SRC - OPCH"
"FCI"	"DT_WSTR"	"0"	"0"	"36"	"0"	"0"	""	"SRC - OPCH"
"NnSbCuAmnt"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"NnSbCuSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"NnSbCuFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExepCuAmnt"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExepCuSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExepCuFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"AddLegIn"	"DT_WSTR"	"0"	"0"	"100"	"0"	"0"	""	"SRC - OPCH"
"LegTextF"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"IndFinal"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"DANFELgTxt"	"DT_NTEXT"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"PostPmntWT"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"QRCodeSPGn"	"DT_NTEXT"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"FCEPmnMean"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"ReqCode"	"DT_WSTR"	"0"	"0"	"50"	"0"	"0"	""	"SRC - OPCH"
"NotRel4MI"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"Rel4PPTax"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
